# PARTICIPANT INFO
id,age,gender,handedness,startTime,endTime,finalCoins_exp1
999,19,male,right,8521,198515.00000000003,16

# EXPERIMENT 1 TRIALS
trial_index,stimulus,imagePath,start_time,choice,rt,outcome,coins_before,coins_after
1,zaff1,./stimuli/exp1/hh4.png,15868,approach,1226,1,4,5
2,nonzaff4,./stimuli/exp1/ss4.png,19040,avoid,1295,0,5,5
3,zaff2,./stimuli/exp1/sh4.png,21943,approach,1299,1,5,6
4,zaff3,./stimuli/exp1/hs1.png,24747,approach,1986,1,6,7
5,nonzaff4,./stimuli/exp1/ss2.png,28184,avoid,3036.0000000000036,0,7,7
6,zaff1,./stimuli/exp1/hh2.png,32878,approach,2436,1,7,8
7,zaff3,./stimuli/exp1/hs3.png,36778,approach,6184,1,8,9
8,zaff2,./stimuli/exp1/sh3.png,44268,approach,1794,1,9,10
9,zaff2,./stimuli/exp1/sh1.png,47666.00000000001,approach,1595.9999999999927,1,10,11
10,zaff3,./stimuli/exp1/hs2.png,50354,approach,1714,1,11,12
11,nonzaff4,./stimuli/exp1/ss1.png,53429,avoid,2438.0000000000073,0,12,12
12,zaff1,./stimuli/exp1/hh1.png,57280,approach,1271,1,12,13
13,zaff3,./stimuli/exp1/hs4.png,59895,approach,5121.999999999993,1,13,14
14,zaff2,./stimuli/exp1/sh2.png,66320.00000000001,approach,3730.9999999999854,1,14,15
15,zaff1,./stimuli/exp1/hh3.png,71496,approach,1163,1,15,16
16,nonzaff4,./stimuli/exp1/ss3.png,73714,avoid,3578,0,16,16

# EXPERIMENT 2 RANKING
rank,itemId,text
1,item-3,在目标正体验一种强烈情绪（如热恋）时，瞬间将其完全清除，使其内心归于绝对的平静。
2,item-5,在一个完全中性、无任何刺激的情境下，让目标体验到一种强烈的、无缘由的复杂情绪（如乡愁）。
3,item-6,让目标针对同一件事，在同一瞬间体验到两种同样强烈或都较弱的同效价维度情绪（例如，对毕业既感到悲伤又感到愤怒）
4,item-2,在一个强烈的情境下，将个体应有的情绪转为相近而不同的其他情绪，例如由惊恐转为厌恶
5,item-7,在1小时内定格对象的情绪，无论之后情境怎么变，对象的情绪都不会变
6,item-9,强行将目标一种正在体验的情绪转入潜意识，使其意识层面感觉不到，但情绪本身仍对行为产生潜在影响。
7,item-10,让目标的情绪产生的时间间断性延后，比如原本考试满分立刻感到狂喜，现在得知此消息后十分钟后才狂喜（情境完全一致）
8,item-1,让目标情绪产生的速度变慢，比如原本考试满分立刻感到狂喜，现在得知此消息后在十分钟内慢慢由微弱的开心到大笑再到狂喜（情境完全一样）
9,item-4,将目标已有的某种情绪，在性质不变的情况下，等比例增强其强度（例如，将微小的烦躁增强为愤怒）。
10,item-8,在目标现有情绪的基调上，增添一抹细微的“色彩”（例如，在“开心”的情绪上，增添一丝“得意”的感觉）。

# EVENT LOG
event,timestamp,page,details
373,456,178304
373,456,178315
373,456,178326
373,456,178337.00000000003
373,456,178348
373,456,178359
373,456,178369
373,456,178380
373,456,178391
373,456,178401
373,456,178413
373,456,178424
373,456,178435
373,456,178446
373,456,178457
373,456,178468.00000000003
373,456,178479
373,456,178490
373,456,178501
373,456,178512
373,456,178523
373,456,178534
373,456,178544
373,456,178555
373,456,178566
373,456,178577
373,456,178588
373,456,178599
373,456,178610
373,456,178621
373,456,178632
373,456,178643
373,456,178654
373,456,178665
373,456,178676.00000000003
373,456,178686
373,456,178697
373,456,178708
373,456,178718.00000000003
373,456,178729
373,456,178740
373,456,178751
373,456,178762
373,456,178773
373,456,178784
373,456,178795.00000000003
373,456,178806
373,456,178817
373,456,178828
373,456,178839
373,456,178850
373,456,178861
373,456,178872
373,456,178883
373,456,178894
373,456,178905
373,456,178916
373,456,178926.00000000003
373,456,178937
373,456,178948
373,456,178960
373,456,178971
373,456,178982
373,456,178993
373,456,179004
373,456,179015.00000000003
373,456,179026
373,456,179037
373,456,179048
373,456,179059
373,456,179070
373,456,179081.00000000003
373,456,179092
373,456,179103
373,456,179114
373,456,179125
373,456,179136
373,456,179147
373,456,179158.00000000003
373,456,179169
373,456,179180
373,456,179191
373,456,179201
373,456,179212.00000000003
373,456,179224
373,456,179235
373,456,179245
373,456,179257
373,456,179268
373,456,179279
373,456,179290
373,456,179300
373,456,179312
373,456,179323
373,456,179334
373,456,179345
373,456,179356
373,456,179367
373,456,179378
373,456,179389
373,456,179400
373,456,179410
373,456,179421
373,456,179432.00000000003
373,456,179443
373,456,179454
373,456,179465
373,456,179476
373,456,179487
373,456,179498
373,456,179509
373,456,179520
373,456,179531
373,456,179542
373,456,179554
373,456,179564
373,456,179575.00000000003
373,456,179587.00000000003
373,456,179598
373,456,179609
373,456,179619
373,456,179629
373,456,179640.00000000003
373,456,179652.00000000003
373,456,179663
373,456,179674
373,456,179685
373,456,179696
373,456,179707
373,456,179718.00000000003
373,456,179729
373,456,179740
373,456,179751
373,456,179762
373,456,179773
373,456,179784
373,456,179795.00000000003
373,456,179806
373,456,179817
373,456,179827
373,456,179839
373,456,179850
373,456,179860
373,456,179871
373,456,179882
373,456,179893
373,456,179904
373,456,179915
373,456,179926.00000000003
373,456,179937
373,456,179948
373,456,179959
373,456,179969
373,456,179980
373,456,179991
373,456,180001
373,456,180012
373,456,180024
373,456,180034
373,456,180045.00000000003
373,456,180056
373,456,180067
373,456,180078
373,456,180089
373,456,180100
373,456,180111
373,456,180122
373,456,180133
373,456,180144
373,456,180155
373,456,180166
373,456,180176.00000000003
373,456,180188.00000000003
373,456,180199
373,456,180210
373,456,180221
373,456,180231
373,456,180242
373,456,180253
373,456,180264
373,456,180275
373,456,180286
373,456,180297
373,456,180308
373,456,180319.00000000003
373,456,180329
373,456,180340
373,456,180351
373,456,180362
373,456,180374
373,456,180385
373,456,180396.00000000003
373,456,180407
373,456,180418
373,456,180429
373,456,180440
373,456,180451
373,456,180462.00000000003
373,456,180472
373,456,180483
373,456,180494
373,456,180505
373,456,180516
373,456,180526
373,456,180536
373,456,180547
373,456,180558
373,456,180568
373,456,180579
373,456,180590
373,456,180601
373,456,180612
373,456,180623
373,456,180634
373,456,180645
373,456,180656
373,456,180667
373,456,180678
373,456,180689
373,456,180700.00000000003
373,456,180711
373,456,180722
373,456,180733
373,456,180743
373,456,180754
373,456,180765.00000000003
373,456,180776
373,456,180787
373,456,180798
373,456,180809
373,456,180821
373,456,180832
373,456,180843.00000000003
373,456,180854
373,456,180865
373,456,180875
373,456,180886
373,456,180897
373,456,180908.00000000003
373,456,180919
373,456,180930
373,456,180941
373,456,180951
373,456,180962.00000000003
373,456,180973
373,456,180985
373,456,180995
373,456,181006
373,456,181017
373,456,181028
373,456,181039.00000000003
373,456,181050
373,456,181061
373,456,181072
373,456,181083
373,456,181094
373,456,181105
373,456,181116
373,456,181126
373,456,181137
373,456,181149
373,456,181160
373,456,181171
373,456,181182.00000000003
373,456,181193
373,456,181204
373,456,181215
373,456,181226
373,456,181237
373,456,181248
373,456,181258
373,456,181268
373,456,181279
373,456,181290
373,456,181301.00000000003
373,456,181312
373,456,181323
373,456,181334
373,456,181345
373,456,181356
373,456,181367
373,456,181378
373,456,181389
373,456,181400
373,456,181411
373,456,181422
373,456,181433
373,456,181444.00000000003
373,456,181455
373,456,181466
373,456,181477
373,456,181488
373,456,181499
373,456,181510
373,456,181521.00000000003
373,456,181531
373,456,181542
373,456,181553
373,456,181564
373,456,181575.00000000003
373,456,181586
373,456,181597
373,456,181608
373,456,181619
373,456,181630
373,456,181641
373,456,181651
373,456,181663
373,456,181674
373,456,181685
373,456,181696
373,456,181707
373,456,181718.00000000003
373,456,181729
373,456,181740
373,456,181751
373,456,181762
373,456,181773
373,456,181784
373,456,181795.00000000003
373,456,181806
373,456,181817
373,456,181828
373,456,181839
373,456,181850
373,456,181861
373,456,181872
373,456,181883
373,456,181894
373,456,181905
373,456,181916
373,456,181926.00000000003
373,456,181937
373,456,181949
373,456,181960
373,456,181971
373,456,181982
373,456,181993
373,456,182004
373,456,182015.00000000003
373,456,182026
373,456,182037
373,456,182048
373,456,182059
373,456,182070
373,456,182081.00000000003
373,456,182092
373,456,182103
373,456,182114
373,456,182125
373,456,182136
373,456,182148
373,456,182159
373,456,182170.00000000003
373,456,182181
373,456,182192
373,456,182203
373,456,182214
373,456,182225
373,456,182235
373,456,182246
373,456,182257
373,456,182268
373,456,182279
373,456,182290
373,456,182301.00000000003
373,456,182312
373,456,182323
373,456,182334
373,456,182345
373,456,182356
373,456,182367
373,456,182379
373,456,182389
373,456,182400
373,456,182411
373,456,182422
373,456,182433
373,456,182444.00000000003
373,456,182455
373,456,182466
373,456,182476
373,456,182487
373,456,182498
373,456,182509
373,456,182520
373,456,182532
373,456,182542
373,456,182553
373,456,182564
373,456,182575.00000000003
373,456,182586
373,456,182597
373,456,182607
373,456,182618
373,456,182629
373,456,182640.00000000003
373,456,182651
373,456,182662
373,456,182673
373,456,182684
373,456,182695
373,456,182706.00000000003
373,456,182717
373,456,182728
373,456,182739
373,456,182750
373,456,182761
373,456,182772
373,456,182782
373,451,182792
373,451,182803
375,448,182814
378,440,182824
378,440,182835
382,429,182846
390,410,182856
390,410,182866
396,396,182876
396,396,182888
403,382,182898
410,367,182909
410,367,182920.00000000003
418,354,182931
425,340,182941
425,340,182951
431,328,182962.00000000003
436,318,182972
436,318,182984
440,309,182994
440,309,183004
443,301,183015.00000000003
447,292,183026
447,292,183037
449,287,183047
453,280,183058
453,280,183068
456,275,183079
459,271,183089
459,271,183100
461,267,183111
461,267,183121
463,265,183132
464,263,183142
464,263,183153
464,262,183164.00000000003
465,261,183174
465,261,183185
465,261,183196
465,260,183206.00000000003
465,260,183216
465,260,183226
465,260,183237
465,260,183247
465,260,183257
465,260,183268
465,260,183279
465,260,183289.00000000003
465,260,183301.00000000003
465,260,183311
465,260,183322
465,259,183333
465,259,183343.00000000003
465,259,183354
465,259,183365
465,259,183376
465,259,183387
465,259,183398
465,259,183409
465,259,183420.00000000003
465,259,183430
465,259,183441
465,259,183451
465,259,183462.00000000003
465,259,183474.00000000003
465,259,183485
465,259,183496
465,259,183507
465,259,183518
465,260,183528
465,260,183538
465,260,183549
465,260,183559
465,260,183570
465,260,183581.00000000003
465,260,183592
465,260,183603
465,260,183614
465,260,183625
465,260,183636
465,260,183647
465,260,183658.00000000003
465,260,183668
465,260,183679
465,260,183690
465,260,183701
465,260,183712.00000000003
465,260,183723
465,260,183734
465,260,183745
465,260,183756
465,260,183767
465,260,183778
465,260,183789.00000000003
465,259,183799
465,259,183810
464,259,183820
464,259,183830
464,259,183841
464,259,183852
464,259,183863
464,259,183874
464,259,183885
464,259,183896.00000000003
464,259,183907
464,259,183918
464,259,183929
464,259,183940
464,259,183951
464,259,183962.00000000003
464,259,183972
464,259,183983
464,259,183994
464,259,184005
464,259,184015.00000000003
464,259,184026
464,259,184036
464,259,184047
464,259,184058
464,259,184068
464,259,184079
464,259,184090
464,259,184101
464,259,184112
464,259,184123
464,259,184134
464,259,184145
464,259,184156
464,259,184167
464,259,184178
464,259,184189
464,259,184200.00000000003
464,259,184211
464,259,184222
464,259,184233
464,259,184244
464,259,184255
464,259,184266
464,259,184276
464,259,184287
464,259,184298
464,259,184310
464,259,184321
464,259,184332
464,259,184343.00000000003
464,259,184354
464,259,184365
464,259,184376
464,259,184387
464,259,184397
464,259,184408.00000000003
464,259,184418
464,259,184429
464,259,184440
464,259,184451
464,259,184462.00000000003
464,259,184473
464,259,184484
464,259,184495
464,259,184506
464,259,184517
464,259,184528
464,259,184539.00000000003
464,259,184550
464,259,184561
464,259,184572
464,259,184583
464,259,184594
464,259,184605
464,259,184616
464,259,184626
464,259,184637
464,259,184648
464,259,184660
464,259,184671
464,259,184682.00000000003
464,259,184693
464,259,184704
464,259,184715
464,259,184726
464,259,184737
464,259,184748
464,259,184759
464,259,184769
464,259,184780
464,259,184791
464,259,184801.00000000003
464,259,184812
464,259,184824
464,259,184850
490,262,184864
490,262,184875
490,262,184885
490,262,184895
490,262,184906
490,262,184917
490,262,184927
490,262,184939
490,262,184949
490,262,184959
490,262,184970
490,262,184980
490,262,184990
490,262,185000
490,262,185011
490,262,185022
490,262,185032
490,262,185043
490,262,185054
490,262,185064
490,262,185074
490,262,185086
490,262,185096
490,262,185107
490,262,185117
490,262,185128
490,262,185138
490,262,185148
490,262,185159
490,262,185169
490,262,185181
490,262,185192
490,262,185202
490,262,185214
490,262,185224.00000000003
490,262,185234
490,262,185246
490,262,185256
490,262,185267
490,262,185278
490,262,185289.00000000003
490,262,185299
490,262,185310
490,262,185321
490,262,185332
490,262,185343.00000000003
490,262,185354
490,262,185365
490,262,185375
490,262,185386
490,262,185396.00000000003
490,262,185406
490,262,185417
490,262,185428
490,262,185439
490,262,185449
490,262,185460
490,262,185470
490,262,185481
490,262,185492
490,262,185503
490,262,185514
490,262,185524
490,262,185535
490,262,185546
490,262,185563.00000000003
875,296,185573
800,306,185585
800,306,185595
729,320,185606
729,320,185617
675,330,185627
615,341,185637
615,341,185648
570,349,185658.00000000003
545,352,185669
545,352,185680
523,354,185690
508,356,185700.00000000003
508,356,185712.00000000003
499,356,185722
499,356,185733
493,356,185744
488,356,185755
488,356,185766
484,356,185776
481,356,185787
481,356,185797
478,356,185808
476,356,185818
476,356,185829
473,356,185839
473,356,185850
469,355,185861
466,354,185872
466,354,185883
463,353,185893
461,351,185903
461,351,185914.00000000003
459,349,185924
459,344,185935
459,344,185946
458,339,185956.00000000003
458,339,185966
458,331,185976
458,323,185987
458,323,185997
458,313,186008
458,303,186018
458,303,186029
459,297,186040
459,297,186050
460,290,186060
460,287,186070
460,287,186081.00000000003
460,284,186091
460,282,186101
460,282,186112
460,282,186123
460,282,186133
460,281,186144
460,281,186155
460,281,186165
459,281,186175
459,281,186186
459,281,186197
459,281,186207
459,281,186217
459,282,186228
459,282,186239
459,282,186250
459,282,186261
459,282,186272
459,282,186283.00000000003
459,282,186294
459,282,186305
459,282,186316
459,282,186327
459,282,186338
459,282,186349.00000000003
459,282,186360
459,282,186371
459,282,186382
459,282,186393
459,282,186404
459,282,186414.00000000003
459,282,186425
459,282,186436
459,282,186447
459,282,186457
459,282,186469
459,282,186480
459,282,186490
459,282,186501
459,282,186511
459,282,186522
459,282,186533.00000000003
459,282,186544
459,282,186570
470,288,186580
470,288,186591
470,288,186607
470,288,186617
470,288,186628
470,288,186639
470,288,186650
470,288,186661
470,288,186671
470,288,186681
470,288,186691
470,288,186704
470,288,186714
470,288,186726
470,288,186736
470,288,186746
470,288,186757
470,288,186767
470,288,186778
470,288,186789.00000000003
470,288,186800
470,288,186810
470,288,186821
470,288,186831.00000000003
470,288,186841
470,288,186852
470,288,186863
470,288,186873
470,288,186886
470,288,186896.00000000003
470,288,186907
470,288,186918
470,288,186929
470,288,186942
470,288,186953
470,288,186964
470,288,186975
470,288,186985
470,288,186996
470,288,187007
470,288,187017
470,288,187028
470,288,187039.00000000003
470,288,187049
470,288,187060
470,288,187071
470,288,187081.00000000003
470,288,187091
470,288,187102
470,288,187112
470,288,187133
470,288,187143
470,288,187154
470,288,187164.00000000003
470,288,187176.00000000003
470,288,187186
470,288,187197
470,288,187208
470,288,187219
470,288,187230
470,288,187241
470,288,187252
470,288,187263
470,288,187274
470,288,187285
470,288,187296
470,288,187307.00000000003
470,288,187318
470,288,187328
470,288,187339
470,288,187350
470,288,187361
470,288,187372
470,288,187382
470,288,187393
470,288,187404
470,288,187414.00000000003
470,288,187424
470,288,187435
470,288,187446
470,288,187457
470,288,187467
951,570,187484
951,570,187495
920,561,187505
920,561,187516
852,539,187526
803,522,187537
803,522,187547
747,502,187558
697,482,187568
697,482,187579
655,462,187589
655,462,187600
618,444,187612
588,431,187622
588,431,187633
571,423,187644
554,413,187655
554,413,187666
541,404,187676.00000000003
536,398,187687
536,398,187697
532,392,187708
531,387,187718.00000000003
531,387,187729
530,381,187739
530,381,187749
530,377,187760
530,372,187770
530,372,187781
530,366,187791
530,360,187801.00000000003
530,360,187813.00000000003
530,352,187823
530,352,187833
530,340,187843.00000000003
530,327,187853
530,327,187864
530,307,187875
531,296,187885
531,296,187895
533,284,187906
533,284,187916
534,275,187926.00000000003
535,270,187937
535,270,187947
536,265,187958
536,263,187968.00000000003
536,263,187979
536,262,187989
536,262,188000
536,262,188011
536,262,188021.00000000003
536,262,188032
536,262,188043
536,262,188054
536,262,188065
536,262,188076
536,262,188087.00000000003
536,262,188097
536,263,188107
536,263,188117
536,263,188129
536,264,188139
536,264,188150
536,264,188161
536,264,188172
536,264,188183
536,264,188194.00000000003
536,264,188205
536,264,188216
536,264,188227
536,264,188238
536,264,188249
536,264,188259
536,264,188271.00000000003
536,264,188282
536,264,188292
536,264,188303
536,264,188314
536,264,188324
536,264,188335
536,264,188346
536,264,188357
536,264,188368
536,264,188380
536,264,188391
536,264,188402.00000000003
536,264,188413
536,264,188424
536,264,188435
536,264,188446
